race_id,driver_id,lap,position,time,milliseconds,ingestion_date
67,26,23,13,1:25.249,85249,2024-09-05T09:16:11.108Z
67,26,24,12,1:25.340,85340,2024-09-05T09:16:11.108Z
67,26,25,12,1:25.855,85855,2024-09-05T09:16:11.108Z
67,26,26,12,1:25.147,85147,2024-09-05T09:16:11.108Z
67,26,27,12,1:25.361,85361,2024-09-05T09:16:11.108Z
67,26,28,12,1:25.394,85394,2024-09-05T09:16:11.108Z
67,26,29,13,1:28.085,88085,2024-09-05T09:16:11.108Z
67,26,30,15,1:50.370,110370,2024-09-05T09:16:11.108Z
67,26,31,14,1:29.459,89459,2024-09-05T09:16:11.108Z
67,26,32,14,1:26.109,86109,2024-09-05T09:16:11.108Z
67,26,33,14,1:25.686,85686,2024-09-05T09:16:11.108Z
67,26,34,14,1:25.440,85440,2024-09-05T09:16:11.108Z
67,26,35,14,1:25.320,85320,2024-09-05T09:16:11.108Z
67,26,36,14,1:25.342,85342,2024-09-05T09:16:11.108Z
67,26,37,14,1:25.568,85568,2024-09-05T09:16:11.108Z
67,26,38,14,1:25.372,85372,2024-09-05T09:16:11.108Z
67,26,39,14,1:25.502,85502,2024-09-05T09:16:11.108Z
67,26,40,14,1:25.120,85120,2024-09-05T09:16:11.108Z
67,26,41,14,1:25.890,85890,2024-09-05T09:16:11.108Z
67,26,42,14,1:25.611,85611,2024-09-05T09:16:11.108Z
67,26,43,14,1:25.262,85262,2024-09-05T09:16:11.108Z
67,26,44,13,1:26.066,86066,2024-09-05T09:16:11.108Z
67,26,45,13,1:25.439,85439,2024-09-05T09:16:11.108Z
67,26,46,13,1:27.245,87245,2024-09-05T09:16:11.108Z
67,26,47,13,1:25.369,85369,2024-09-05T09:16:11.108Z
67,26,48,13,1:25.643,85643,2024-09-05T09:16:11.108Z
67,26,49,13,1:25.687,85687,2024-09-05T09:16:11.108Z
67,26,50,13,1:25.094,85094,2024-09-05T09:16:11.108Z
67,26,51,13,1:25.344,85344,2024-09-05T09:16:11.108Z
67,26,52,13,1:25.563,85563,2024-09-05T09:16:11.108Z
67,11,1,22,1:43.861,103861,2024-09-05T09:16:11.108Z
67,11,2,22,1:26.981,86981,2024-09-05T09:16:11.108Z
67,11,3,22,1:27.238,87238,2024-09-05T09:16:11.108Z
67,11,4,22,1:29.482,89482,2024-09-05T09:16:11.108Z
67,11,5,21,1:27.236,87236,2024-09-05T09:16:11.108Z
67,11,6,21,1:26.949,86949,2024-09-05T09:16:11.108Z
67,11,7,21,1:26.988,86988,2024-09-05T09:16:11.108Z
67,11,8,21,1:26.626,86626,2024-09-05T09:16:11.108Z
67,11,9,20,1:26.588,86588,2024-09-05T09:16:11.108Z
67,11,10,20,1:26.582,86582,2024-09-05T09:16:11.108Z
67,11,11,20,1:26.298,86298,2024-09-05T09:16:11.108Z
67,11,12,20,1:26.540,86540,2024-09-05T09:16:11.108Z
67,11,13,20,1:26.367,86367,2024-09-05T09:16:11.108Z
67,11,14,20,1:26.032,86032,2024-09-05T09:16:11.108Z
67,11,15,20,1:25.676,85676,2024-09-05T09:16:11.108Z
67,11,16,20,1:25.783,85783,2024-09-05T09:16:11.108Z
67,11,17,20,1:26.375,86375,2024-09-05T09:16:11.108Z
67,11,18,20,1:25.772,85772,2024-09-05T09:16:11.108Z
67,11,19,19,1:26.256,86256,2024-09-05T09:16:11.108Z
67,11,20,19,1:26.079,86079,2024-09-05T09:16:11.108Z
67,11,21,18,1:26.202,86202,2024-09-05T09:16:11.108Z
67,11,22,18,1:25.793,85793,2024-09-05T09:16:11.108Z
67,11,23,18,1:27.116,87116,2024-09-05T09:16:11.108Z
