result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,rank,fastest_lap_time,fastest_lap_speed,ingestion_date
2913,157,22,6,2,4,5,5,5,2,53,+36.544,5289842,null,null,\N,null,2024-09-05T09:22:44.733Z
2914,157,23,3,5,3,6,6,6,1,53,+37.122,5290420,null,null,\N,null,2024-09-05T09:22:44.733Z
2915,157,18,22,8,9,7,7,7,0,53,+1:37.102,5350400,null,null,\N,null,2024-09-05T09:22:44.733Z
2916,157,15,17,11,8,8,8,8,0,52,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2917,157,2,15,16,10,9,9,9,0,52,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2918,157,35,16,10,14,10,10,10,0,52,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2919,157,4,18,21,18,11,11,11,0,52,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2920,157,49,20,22,15,12,12,12,0,52,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2921,157,44,16,9,17,13,13,13,0,51,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2922,157,59,21,15,20,14,14,14,0,51,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2923,157,50,21,14,21,15,15,15,0,51,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2924,157,62,18,20,22,16,16,16,0,50,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2925,157,21,22,7,6,17,17,17,0,47,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2926,157,37,19,19,16,null,R,18,0,45,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2927,157,61,20,23,19,null,R,19,0,42,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2928,157,56,19,18,13,null,R,20,0,24,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2929,157,8,15,17,12,null,R,21,0,5,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2930,157,55,17,12,11,null,R,22,0,5,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2931,158,30,6,3,3,1,1,1,10,58,1:34:01.987,5641987,null,null,\N,null,2024-09-05T09:22:44.733Z
2932,158,22,6,4,4,2,2,2,6,58,+11.415,5653402,null,null,\N,null,2024-09-05T09:22:44.733Z
2933,158,23,3,9,11,3,3,3,4,58,+20.009,5661996,null,null,\N,null,2024-09-05T09:22:44.733Z
2934,158,35,16,22,8,4,4,4,3,58,+44.447,5686434,null,null,\N,null,2024-09-05T09:22:44.733Z
2935,158,21,22,11,9,5,5,5,2,58,+45.165,5687152,null,null,\N,null,2024-09-05T09:22:44.733Z
2936,158,41,16,23,16,6,6,6,1,58,+46.468,5688455,null,null,\N,null,2024-09-05T09:22:44.733Z
2937,158,25,22,12,14,7,7,7,0,58,+46.915,5688902,null,null,\N,null,2024-09-05T09:22:44.733Z
2938,158,48,18,20,18,8,8,8,0,57,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2939,158,2,20,15,15,9,9,9,0,56,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2940,158,63,15,17,10,null,D,10,0,58,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2941,158,18,3,10,21,null,R,11,0,46,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2942,158,64,15,16,19,null,R,12,0,41,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2943,158,60,18,21,22,null,R,13,0,40,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2944,158,49,17,5,5,null,R,14,0,39,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2945,158,15,17,6,6,null,R,15,0,35,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2946,158,55,20,14,17,null,R,16,0,27,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2947,158,57,1,1,1,null,R,17,0,18,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2948,158,50,21,19,13,null,R,18,0,16,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2949,158,14,1,2,2,null,R,19,0,11,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2950,158,37,21,18,12,null,R,20,0,6,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2951,158,56,19,7,7,null,R,21,0,6,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2952,158,65,19,8,20,null,R,22,0,1,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2953,159,30,6,3,3,1,1,1,10,71,1:31:35.271,5495271,null,null,\N,null,2024-09-05T09:22:44.733Z
2954,159,21,22,11,5,2,2,2,6,71,+39.898,5535169,null,null,\N,null,2024-09-05T09:22:44.733Z
2955,159,49,17,5,7,3,3,3,4,71,+42.268,5537539,null,null,\N,null,2024-09-05T09:22:44.733Z
2956,159,15,17,6,12,4,4,4,3,71,+1:12.780,5568051,null,null,\N,null,2024-09-05T09:22:44.733Z
2957,159,23,3,9,11,5,5,5,2,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2958,159,18,3,10,9,6,6,6,1,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2959,159,50,21,19,14,7,7,7,0,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2960,159,37,21,18,16,8,8,8,0,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2961,159,41,16,23,8,9,9,9,0,69,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2962,159,60,18,21,20,10,10,10,0,69,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2963,159,14,1,2,2,null,D,11,0,71,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2964,159,65,19,8,17,null,R,12,0,51,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2965,159,48,18,20,18,null,R,13,0,31,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2966,159,57,1,1,1,null,R,14,0,30,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2967,159,22,6,4,4,null,R,15,0,27,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2968,159,56,19,7,6,null,R,16,0,20,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2969,159,35,16,22,10,null,R,17,0,16,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2970,159,55,20,14,15,null,R,18,0,11,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2971,159,2,20,15,19,null,R,19,0,9,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2972,159,25,22,12,13,null,R,20,0,6,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2973,159,64,15,16,0,null,W,21,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2974,159,63,15,17,0,null,W,22,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2975,160,30,6,3,2,1,1,1,10,62,1:31:39.776,5499776,null,null,\N,null,2024-09-05T09:22:44.733Z
2976,160,57,1,1,1,2,2,2,6,62,+1.168,5500944,null,null,\N,null,2024-09-05T09:22:44.733Z
2977,160,14,1,2,3,3,3,3,4,62,+51.008,5550784,null,null,\N,null,2024-09-05T09:22:44.733Z
2978,160,22,6,4,4,4,4,4,3,62,+1:29.276,5589052,null,null,\N,null,2024-09-05T09:22:44.733Z
2979,160,35,16,22,9,5,5,5,2,61,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2980,160,63,15,17,12,6,6,6,1,61,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2981,160,56,19,7,7,7,7,7,0,61,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2982,160,64,15,16,10,8,8,8,0,61,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2983,160,25,22,12,11,9,9,9,0,61,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2984,160,65,19,8,17,10,10,10,0,61,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2985,160,21,22,11,19,11,11,11,0,61,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2986,160,41,16,23,14,12,12,12,0,61,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2987,160,60,18,21,20,13,13,13,0,60,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2988,160,50,21,19,16,14,14,14,0,59,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2989,160,15,17,6,8,15,15,15,0,58,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2990,160,37,21,18,13,null,R,16,0,49,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2991,160,23,3,9,5,null,R,17,0,45,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2992,160,55,20,14,15,null,R,18,0,25,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2993,160,2,20,15,22,null,R,19,0,22,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2994,160,18,3,10,18,null,R,20,0,5,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2995,160,48,18,20,21,null,R,21,0,5,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2996,160,49,17,5,6,null,R,22,0,4,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
2997,161,14,1,2,4,1,1,1,10,60,1:28:50.108,5330108,null,null,\N,null,2024-09-05T09:22:44.733Z
2998,161,57,1,1,3,2,2,2,6,60,+1.477,5331585,null,null,\N,null,2024-09-05T09:22:44.733Z
2999,161,30,6,3,5,3,3,3,4,60,+19.917,5350025,null,null,\N,null,2024-09-05T09:22:44.733Z
3000,161,23,3,9,7,4,4,4,3,60,+41.312,5371420,null,null,\N,null,2024-09-05T09:22:44.733Z
3001,161,18,3,10,6,5,5,5,2,60,+57.759,5387867,null,null,\N,null,2024-09-05T09:22:44.733Z
3002,161,15,17,6,11,6,6,6,1,60,+1:19.273,5409381,null,null,\N,null,2024-09-05T09:22:44.733Z
3003,161,21,22,11,12,7,7,7,0,59,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3004,161,63,15,17,18,8,8,8,0,59,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3005,161,25,22,12,20,9,9,9,0,59,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3006,161,55,20,14,15,10,10,10,0,59,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3007,161,64,15,16,13,11,11,11,0,59,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3008,161,65,19,8,14,12,12,12,0,59,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3009,161,56,19,7,9,13,13,13,0,59,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3010,161,48,18,20,21,14,14,14,0,59,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3011,161,60,18,21,22,15,15,15,0,59,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3012,161,35,16,22,10,16,16,16,0,56,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3013,161,49,17,5,2,17,17,17,0,54,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3014,161,2,20,15,17,null,R,18,0,51,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3015,161,41,16,23,16,null,R,19,0,36,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3016,161,22,6,4,1,null,R,20,0,35,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3017,161,37,21,18,19,null,R,21,0,26,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3018,161,50,21,19,8,null,R,22,0,20,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3019,162,57,1,1,2,1,1,1,10,65,1:33:55.390,5635390,null,null,\N,null,2024-09-05T09:22:44.733Z
3020,162,14,1,2,4,2,2,2,6,65,+16.066,5651456,null,null,\N,null,2024-09-05T09:22:44.733Z
3021,162,22,6,4,3,3,3,3,4,65,+29.112,5664502,null,null,\N,null,2024-09-05T09:22:44.733Z
3022,162,23,3,9,5,4,4,4,3,65,+37.311,5672701,null,null,\N,null,2024-09-05T09:22:44.733Z
3023,162,30,6,3,1,5,5,5,2,65,+47.983,5683373,null,null,\N,null,2024-09-05T09:22:44.733Z
3024,162,49,17,5,8,6,6,6,1,65,+1:21.925,5717315,null,null,\N,null,2024-09-05T09:22:44.733Z
3025,162,63,15,17,12,7,7,7,0,64,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3026,162,41,16,23,16,8,8,8,0,64,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3027,162,21,22,11,13,9,9,9,0,64,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3028,162,25,22,12,18,10,10,10,0,64,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3029,162,56,19,7,9,11,11,11,0,64,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3030,162,15,17,6,7,12,12,12,0,64,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3031,162,65,19,8,14,13,13,13,0,64,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3032,162,48,18,20,20,14,14,14,0,63,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3033,162,60,18,21,21,15,15,15,0,63,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3034,162,2,20,15,19,16,16,16,0,62,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3035,162,18,3,10,10,17,17,17,0,61,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3036,162,50,21,19,11,null,R,18,0,25,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3037,162,35,16,22,6,null,R,19,0,21,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3038,162,55,20,14,17,null,R,20,0,1,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3039,162,37,21,18,22,null,R,21,0,1,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3040,162,64,15,16,15,null,R,22,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3041,163,30,6,3,2,1,1,1,10,67,1:42:00.307,6120307,null,null,\N,null,2024-09-05T09:22:44.733Z
3042,163,57,1,1,3,2,2,2,6,67,+13.822,6134129,null,null,\N,null,2024-09-05T09:22:44.733Z
3043,163,14,1,2,1,3,3,3,4,66,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3044,163,22,6,4,4,4,4,4,3,66,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3045,163,21,22,11,7,5,5,5,2,66,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3046,163,37,21,18,12,6,6,6,1,66,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3047,163,64,15,16,15,7,7,7,0,65,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3048,163,60,18,21,21,8,8,8,0,65,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3049,163,55,20,14,17,9,9,9,0,65,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3050,163,18,3,10,11,10,10,10,0,62,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3051,163,65,19,8,16,11,11,11,0,61,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3052,163,25,22,12,14,12,12,12,0,61,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3053,163,41,16,23,18,null,R,13,0,51,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3054,163,48,18,20,20,null,R,14,0,47,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3055,163,35,16,22,9,null,R,15,0,46,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3056,163,56,19,7,8,null,R,16,0,29,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3057,163,50,21,19,13,null,R,17,0,29,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3058,163,23,3,9,5,null,R,18,0,29,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3059,163,63,15,17,19,null,R,19,0,27,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3060,163,49,17,5,10,null,R,20,0,2,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3061,163,15,17,6,6,null,R,21,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3062,164,14,1,2,3,1,1,1,10,78,1:49:28.213,6568213,null,null,\N,null,2024-09-05T09:22:44.733Z
3063,164,22,6,4,6,2,2,2,6,78,+15.889,6584102,null,null,\N,null,2024-09-05T09:22:44.733Z
3064,164,21,22,11,8,3,3,3,4,78,+18.522,6586735,null,null,\N,null,2024-09-05T09:22:44.733Z
3065,164,56,19,7,10,4,4,4,3,78,+1:05.924,6634137,null,null,\N,null,2024-09-05T09:22:44.733Z
3066,164,63,15,17,13,5,5,5,2,78,+1:20.775,6648988,null,null,\N,null,2024-09-05T09:22:44.733Z
3067,164,57,1,1,5,6,6,6,1,77,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3068,164,35,16,22,17,7,7,7,0,77,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3069,164,2,20,15,18,8,8,8,0,77,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3070,164,65,19,8,11,9,9,9,0,76,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3071,164,49,17,5,4,10,10,10,0,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3072,164,50,21,19,15,null,R,11,0,60,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3073,164,30,6,3,1,null,R,12,0,55,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3074,164,41,16,23,20,null,R,13,0,48,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3075,164,23,3,9,9,null,R,14,0,37,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3076,164,15,17,6,2,null,R,15,0,36,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3077,164,64,15,16,19,null,R,16,0,30,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3078,164,55,20,14,7,null,R,17,0,29,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3079,164,60,18,21,22,null,R,18,0,22,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3080,164,48,18,20,21,null,R,19,0,21,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3081,164,25,22,12,12,null,R,20,0,18,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3082,164,18,3,10,14,null,R,21,0,16,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3083,164,37,21,18,16,null,R,22,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3084,165,30,6,3,1,1,1,1,10,69,1:41:12.313,6072313,null,null,\N,null,2024-09-05T09:22:44.733Z
3085,165,22,6,4,3,2,2,2,6,69,+0.174,6072487,null,null,\N,null,2024-09-05T09:22:44.733Z
3086,165,21,22,11,10,3,3,3,4,69,+15.365,6087678,null,null,\N,null,2024-09-05T09:22:44.733Z
3087,165,57,1,1,4,4,4,4,3,69,+18.561,6090874,null,null,\N,null,2024-09-05T09:22:44.733Z
3088,165,50,21,19,13,5,5,5,2,69,+52.208,6124521,null,null,\N,null,2024-09-05T09:22:44.733Z
3089,165,15,17,6,7,6,6,6,1,69,+1:01.687,6134000,null,null,\N,null,2024-09-05T09:22:44.733Z
3090,165,14,1,2,2,7,7,7,0,69,+1:02.216,6134529,null,null,\N,null,2024-09-05T09:22:44.733Z
3091,165,41,16,23,8,8,8,8,0,69,+1:10.455,6142768,null,null,\N,null,2024-09-05T09:22:44.733Z
3092,165,25,22,12,14,9,9,9,0,69,+1:19.899,6152212,null,null,\N,null,2024-09-05T09:22:44.733Z
3093,165,64,15,16,19,10,10,10,0,69,+1:54.544,6186857,null,null,\N,null,2024-09-05T09:22:44.733Z
3094,165,18,3,10,18,11,11,11,0,68,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3095,165,60,18,21,22,12,12,12,0,68,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3096,165,56,19,7,16,13,13,13,0,66,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3097,165,23,3,9,12,14,14,14,0,64,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3098,165,35,16,22,6,15,15,15,0,64,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3099,165,48,18,20,20,16,16,16,0,64,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3100,165,37,21,18,9,null,R,17,0,48,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3101,165,63,15,17,15,null,R,18,0,42,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3102,165,55,20,14,17,null,R,19,0,38,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3103,165,2,20,15,21,null,R,20,0,34,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3104,165,49,17,5,5,null,R,21,0,32,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3105,165,65,19,8,11,null,R,22,0,14,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3106,166,14,1,2,2,1,1,1,10,72,1:38:05.538,5885538,null,null,\N,null,2024-09-05T09:22:44.733Z
3107,166,57,1,1,4,2,2,2,6,72,+14.748,5900286,null,null,\N,null,2024-09-05T09:22:44.733Z
3108,166,22,6,4,3,3,3,3,4,72,+32.409,5917947,null,null,\N,null,2024-09-05T09:22:44.733Z
3109,166,35,16,22,7,4,4,4,3,72,+1:01.322,5946860,null,null,\N,null,2024-09-05T09:22:44.733Z
3110,166,23,3,9,5,5,5,5,2,72,+1:03.981,5949519,null,null,\N,null,2024-09-05T09:22:44.733Z
3111,166,15,17,6,9,6,6,6,1,72,+1:15.605,5961143,null,null,\N,null,2024-09-05T09:22:44.733Z
3112,166,49,17,5,8,7,7,7,0,71,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3113,166,18,3,10,10,8,8,8,0,71,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3114,166,21,22,11,14,9,9,9,0,71,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3115,166,63,15,17,12,10,10,10,0,71,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3116,166,64,15,16,15,11,11,11,0,71,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3117,166,2,20,15,16,12,12,12,0,71,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3118,166,56,19,7,6,13,13,13,0,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3119,166,55,20,14,18,14,14,14,0,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3120,166,48,18,20,21,15,15,15,0,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3121,166,30,6,3,1,null,R,16,0,58,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3122,166,37,21,18,13,null,R,17,0,45,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3123,166,25,22,12,17,null,R,18,0,34,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3124,166,60,18,21,22,null,R,19,0,31,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3125,166,50,21,19,20,null,R,20,0,25,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3126,166,65,19,8,11,null,R,21,0,20,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3127,166,41,16,23,19,null,R,22,0,16,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3128,167,57,1,1,1,1,1,1,10,71,1:28:15.818,5295818,null,null,\N,null,2024-09-05T09:22:44.733Z
3129,167,14,1,2,2,2,2,2,6,71,+12.535,5308353,null,null,\N,null,2024-09-05T09:22:44.733Z
3130,167,22,6,4,3,3,3,3,4,71,+30.795,5326613,null,null,\N,null,2024-09-05T09:22:44.733Z
3131,167,35,16,22,7,4,4,4,3,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3132,167,18,3,10,18,5,5,5,2,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3133,167,63,15,17,9,6,6,6,1,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3134,167,65,19,8,16,7,7,7,0,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3135,167,48,18,20,20,8,8,8,0,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3136,167,64,15,16,11,9,9,9,0,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3137,167,25,22,12,14,10,10,10,0,70,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3138,167,54,19,7,21,11,11,11,0,69,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3139,167,60,18,21,22,12,12,12,0,68,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3140,167,41,16,23,6,null,R,13,0,58,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3141,167,23,3,9,19,null,R,14,0,52,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3142,167,2,20,15,13,null,R,15,0,41,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3143,167,55,20,14,17,null,R,16,0,41,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3144,167,37,21,18,12,null,R,17,0,32,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3145,167,50,21,19,10,null,R,18,0,14,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3146,167,49,17,5,15,null,R,19,0,4,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3147,167,30,6,3,4,null,R,20,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3148,167,15,17,6,5,null,R,21,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3149,167,21,22,11,8,null,R,22,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3150,168,22,6,4,18,1,1,1,10,45,1:25:34.418,5134418,null,null,\N,null,2024-09-05T09:22:44.733Z
3151,168,57,1,1,4,2,2,2,6,45,+7.452,5141870,null,null,\N,null,2024-09-05T09:22:44.733Z
3152,168,14,1,2,1,3,3,3,4,45,+21.168,5155586,null,null,\N,null,2024-09-05T09:22:44.733Z
3153,168,18,3,10,16,4,4,4,3,45,+22.685,5157103,null,null,\N,null,2024-09-05T09:22:44.733Z
3154,168,63,15,17,15,5,5,5,2,45,+27.112,5161530,null,null,\N,null,2024-09-05T09:22:44.733Z
3155,168,37,21,18,5,6,6,6,1,45,+29.080,5163498,null,null,\N,null,2024-09-05T09:22:44.733Z
3156,168,23,3,9,14,7,7,7,0,45,+30.898,5165316,null,null,\N,null,2024-09-05T09:22:44.733Z
3157,168,35,16,22,9,8,8,8,0,45,+47.537,5181955,null,null,\N,null,2024-09-05T09:22:44.733Z
3158,168,15,17,6,6,9,9,9,0,45,+50.901,5185319,null,null,\N,null,2024-09-05T09:22:44.733Z
3159,168,56,19,7,10,10,10,10,0,45,+1:19.664,5214082,null,null,\N,null,2024-09-05T09:22:44.733Z
3160,168,60,18,21,21,11,11,11,0,45,+1:29.504,5223922,null,null,\N,null,2024-09-05T09:22:44.733Z
3161,168,2,20,15,13,12,12,12,0,40,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3162,168,49,17,5,17,null,R,13,0,39,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
3163,168,50,21,19,11,null,R,14,0,39,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
