result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,rank,fastest_lap_time,fastest_lap_speed,ingestion_date
1,18,1,1,22,1,1,1,1,10,58,1:34:50.616,5690616,39,2,1:27.452,218.3,2024-09-05T09:22:44.733Z
2,18,2,2,3,5,2,2,2,8,58,+5.478,5696094,41,3,1:27.739,217.586,2024-09-05T09:22:44.733Z
3,18,3,3,7,7,3,3,3,6,58,+8.163,5698779,41,5,1:28.090,216.719,2024-09-05T09:22:44.733Z
4,18,4,4,5,11,4,4,4,5,58,+17.181,5707797,58,7,1:28.603,215.464,2024-09-05T09:22:44.733Z
5,18,5,1,23,3,5,5,5,4,58,+18.014,5708630,43,1,1:27.418,218.385,2024-09-05T09:22:44.733Z
6,18,6,3,8,13,6,6,6,3,57,\N,null,50,14,1:29.639,212.974,2024-09-05T09:22:44.733Z
7,18,7,5,14,17,7,7,7,2,55,\N,null,22,12,1:29.534,213.224,2024-09-05T09:22:44.733Z
8,18,8,6,1,15,8,8,8,1,53,\N,null,20,4,1:27.903,217.18,2024-09-05T09:22:44.733Z
9,18,9,2,4,2,null,R,9,0,47,\N,null,15,9,1:28.753,215.1,2024-09-05T09:22:44.733Z
10,18,10,7,12,18,null,R,10,0,43,\N,null,23,13,1:29.558,213.166,2024-09-05T09:22:44.733Z
11,18,11,8,18,19,null,R,11,0,32,\N,null,24,15,1:30.892,210.038,2024-09-05T09:22:44.733Z
12,18,12,4,6,20,null,R,12,0,30,\N,null,20,16,1:31.384,208.907,2024-09-05T09:22:44.733Z
13,18,13,6,2,4,null,R,13,0,29,\N,null,23,6,1:28.175,216.51,2024-09-05T09:22:44.733Z
14,18,14,9,9,8,null,R,14,0,25,\N,null,21,11,1:29.502,213.3,2024-09-05T09:22:44.733Z
15,18,15,7,11,6,null,R,15,0,19,\N,null,18,10,1:29.310,213.758,2024-09-05T09:22:44.733Z
16,18,16,10,20,22,null,R,16,0,8,\N,null,8,17,1:32.021,207.461,2024-09-05T09:22:44.733Z
17,18,17,9,10,14,null,R,17,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
18,18,18,11,16,12,null,R,18,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
19,18,19,8,19,21,null,R,19,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
20,18,20,5,15,9,null,R,20,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
21,18,21,10,21,16,null,R,21,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
22,18,22,11,17,10,null,D,22,0,58,\N,null,44,8,1:28.736,215.141,2024-09-05T09:22:44.733Z
23,19,8,6,1,2,1,1,1,10,56,1:31:18.555,5478555,37,2,1:35.405,209.158,2024-09-05T09:22:44.733Z
24,19,9,2,4,4,2,2,2,8,56,+19.570,5498125,39,6,1:35.921,208.033,2024-09-05T09:22:44.733Z
25,19,5,1,23,8,3,3,3,6,56,+38.450,5517005,19,7,1:35.922,208.031,2024-09-05T09:22:44.733Z
26,19,15,7,11,3,4,4,4,5,56,+45.832,5524387,53,8,1:36.068,207.715,2024-09-05T09:22:44.733Z
27,19,1,1,22,9,5,5,5,4,56,+46.548,5525103,53,3,1:35.462,209.033,2024-09-05T09:22:44.733Z
28,19,2,2,3,5,6,6,6,3,56,+49.833,5528388,55,1,1:35.366,209.244,2024-09-05T09:22:44.733Z
29,19,17,9,10,6,7,7,7,2,56,+1:08.130,5546685,53,12,1:36.696,206.366,2024-09-05T09:22:44.733Z
30,19,4,4,5,7,8,8,8,1,56,+1:10.041,5548596,40,10,1:36.288,207.24,2024-09-05T09:22:44.733Z
31,19,14,9,9,12,9,9,9,0,56,+1:16.220,5554775,55,9,1:36.206,207.417,2024-09-05T09:22:44.733Z
32,19,18,11,16,11,10,10,10,0,56,+1:26.214,5564769,56,4,1:35.715,208.481,2024-09-05T09:22:44.733Z
33,19,12,4,6,13,11,11,11,0,56,+1:32.202,5570757,52,15,1:36.956,205.812,2024-09-05T09:22:44.733Z
34,19,21,10,21,17,12,12,12,0,55,\N,null,52,16,1:36.962,205.8,2024-09-05T09:22:44.733Z
35,19,22,11,17,14,13,13,13,0,55,\N,null,55,11,1:36.693,206.372,2024-09-05T09:22:44.733Z
36,19,3,3,7,16,14,14,14,0,55,\N,null,55,13,1:36.782,206.182,2024-09-05T09:22:44.733Z
37,19,19,8,19,21,15,15,15,0,55,\N,null,55,18,1:38.171,203.265,2024-09-05T09:22:44.733Z
38,19,11,8,18,19,16,16,16,0,54,\N,null,53,19,1:38.504,202.578,2024-09-05T09:22:44.733Z
39,19,6,3,8,22,17,17,17,0,54,\N,null,19,17,1:37.711,204.222,2024-09-05T09:22:44.733Z
40,19,20,5,15,15,null,R,18,0,39,\N,null,37,14,1:36.870,205.995,2024-09-05T09:22:44.733Z
41,19,13,6,2,1,null,R,19,0,30,\N,null,15,5,1:35.914,208.048,2024-09-05T09:22:44.733Z
42,19,16,10,20,20,null,R,20,0,5,\N,null,3,20,1:40.330,198.891,2024-09-05T09:22:44.733Z
43,19,10,7,12,10,null,R,21,0,1,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
44,19,7,5,14,18,null,R,22,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
45,20,13,6,2,2,1,1,1,10,57,1:31:06.970,5466970,38,3,1:33.600,208.153,2024-09-05T09:22:44.733Z
46,20,8,6,1,4,2,2,2,8,57,+3.339,5470309,35,4,1:33.709,207.911,2024-09-05T09:22:44.733Z
47,20,9,2,4,1,3,3,3,6,57,+4.998,5471968,55,5,1:33.775,207.765,2024-09-05T09:22:44.733Z
48,20,2,2,3,6,4,4,4,5,57,+8.409,5475379,48,2,1:33.565,208.231,2024-09-05T09:22:44.733Z
49,20,5,1,23,5,5,5,5,4,57,+26.789,5493759,49,1,1:33.193,209.062,2024-09-05T09:22:44.733Z
50,20,15,7,11,7,6,6,6,3,57,+41.314,5508284,45,7,1:34.204,206.819,2024-09-05T09:22:44.733Z
51,20,17,9,10,11,7,7,7,2,57,+45.473,5512443,51,8,1:34.305,206.597,2024-09-05T09:22:44.733Z
52,20,3,3,7,8,8,8,8,1,57,+55.889,5522859,57,6,1:34.072,207.109,2024-09-05T09:22:44.733Z
53,20,10,7,12,13,9,9,9,0,57,+1:09.500,5536470,56,9,1:34.807,205.503,2024-09-05T09:22:44.733Z
54,20,4,4,5,10,10,10,10,0,57,+1:17.181,5544151,35,13,1:35.194,204.668,2024-09-05T09:22:44.733Z
55,20,22,11,17,12,11,11,11,0,57,+1:17.862,5544832,40,10,1:34.855,205.399,2024-09-05T09:22:44.733Z
56,20,21,10,21,18,12,12,12,0,56,\N,null,56,11,1:35.057,204.963,2024-09-05T09:22:44.733Z
57,20,1,1,22,3,13,13,13,0,56,\N,null,25,19,1:35.520,203.969,2024-09-05T09:22:44.733Z
58,20,6,3,8,16,14,14,14,0,56,\N,null,30,17,1:35.433,204.155,2024-09-05T09:22:44.733Z
59,20,7,5,14,15,15,15,15,0,56,\N,null,33,15,1:35.333,204.369,2024-09-05T09:22:44.733Z
60,20,19,8,19,21,16,16,16,0,56,\N,null,45,14,1:35.324,204.389,2024-09-05T09:22:44.733Z
61,20,11,8,18,22,17,17,17,0,56,\N,null,56,20,1:35.891,203.18,2024-09-05T09:22:44.733Z
62,20,14,9,9,17,18,18,18,0,56,\N,null,43,16,1:35.351,204.331,2024-09-05T09:22:44.733Z
63,20,16,10,20,20,19,19,19,0,56,\N,null,55,18,1:35.442,204.136,2024-09-05T09:22:44.733Z
64,20,12,4,6,14,null,R,20,0,40,\N,null,31,12,1:35.129,204.808,2024-09-05T09:22:44.733Z
65,20,18,11,16,9,null,R,21,0,19,\N,null,11,21,1:36.125,202.686,2024-09-05T09:22:44.733Z
66,20,20,5,15,19,null,R,22,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
67,21,8,6,1,1,1,1,1,10,66,1:38:19.051,5899051,46,1,1:21.670,205.191,2024-09-05T09:22:44.733Z
68,21,13,6,2,3,2,2,2,8,66,+3.228,5902279,45,2,1:21.801,204.863,2024-09-05T09:22:44.733Z
69,21,1,1,22,5,3,3,3,6,66,+4.187,5903238,20,3,1:22.017,204.323,2024-09-05T09:22:44.733Z
70,21,9,2,4,4,4,4,4,5,66,+5.694,5904745,20,4,1:22.106,204.102,2024-09-05T09:22:44.733Z
71,21,17,9,10,7,5,5,5,4,66,+35.938,5934989,19,8,1:22.564,202.969,2024-09-05T09:22:44.733Z
72,21,18,11,16,13,6,6,6,3,66,+53.010,5952061,66,5,1:22.353,203.489,2024-09-05T09:22:44.733Z
73,21,6,3,8,12,7,7,7,2,66,+58.244,5957295,48,15,1:23.549,200.576,2024-09-05T09:22:44.733Z
74,21,15,7,11,8,8,8,8,1,66,+59.435,5958486,45,10,1:22.758,202.494,2024-09-05T09:22:44.733Z
75,21,2,2,3,9,9,9,9,0,66,+1:03.073,5962124,21,7,1:22.519,203.08,2024-09-05T09:22:44.733Z
76,21,21,10,21,19,10,10,10,0,65,\N,null,40,14,1:23.439,200.841,2024-09-05T09:22:44.733Z
77,21,10,7,12,14,11,11,11,0,65,\N,null,57,12,1:23.007,201.886,2024-09-05T09:22:44.733Z
78,21,14,9,9,17,12,12,12,0,65,\N,null,57,11,1:22.842,202.288,2024-09-05T09:22:44.733Z
79,21,11,8,18,22,13,13,13,0,65,\N,null,34,17,1:24.617,198.045,2024-09-05T09:22:44.733Z
80,21,3,3,7,15,null,R,14,0,41,\N,null,20,13,1:23.319,201.13,2024-09-05T09:22:44.733Z
81,21,4,4,5,2,null,R,15,0,34,\N,null,15,9,1:22.683,202.677,2024-09-05T09:22:44.733Z
82,21,22,11,17,11,null,R,16,0,34,\N,null,21,16,1:23.858,199.837,2024-09-05T09:22:44.733Z
83,21,5,1,23,6,null,R,17,0,21,\N,null,19,6,1:22.453,203.243,2024-09-05T09:22:44.733Z
84,21,19,8,19,21,null,R,18,0,8,\N,null,6,20,1:26.864,192.922,2024-09-05T09:22:44.733Z
85,21,7,5,14,16,null,R,19,0,7,\N,null,6,19,1:25.999,194.862,2024-09-05T09:22:44.733Z
86,21,12,4,6,10,null,R,20,0,6,\N,null,6,18,1:25.444,196.128,2024-09-05T09:22:44.733Z
87,21,16,10,20,20,null,R,21,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
88,21,20,5,15,18,null,R,22,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
89,22,13,6,2,1,1,1,1,10,58,1:26:49.451,5209451,16,3,1:26.666,221.734,2024-09-05T09:22:44.733Z
90,22,1,1,22,3,2,2,2,8,58,+3.779,5213230,31,2,1:26.529,222.085,2024-09-05T09:22:44.733Z
91,22,8,6,1,4,3,3,3,6,58,+4.271,5213722,20,1,1:26.506,222.144,2024-09-05T09:22:44.733Z
92,22,9,2,4,5,4,4,4,5,58,+21.945,5231396,17,4,1:26.780,221.442,2024-09-05T09:22:44.733Z
93,22,2,2,3,9,5,5,5,4,58,+38.741,5248192,20,5,1:27.219,220.328,2024-09-05T09:22:44.733Z
94,22,4,4,5,7,6,6,6,3,58,+53.724,5263175,57,6,1:27.280,220.174,2024-09-05T09:22:44.733Z
95,22,17,9,10,6,7,7,7,2,58,+1:04.229,5273680,14,7,1:27.630,219.294,2024-09-05T09:22:44.733Z
96,22,3,3,7,11,8,8,8,1,58,+1:11.406,5280857,55,9,1:27.795,218.882,2024-09-05T09:22:44.733Z
97,22,14,9,9,10,9,9,9,0,58,+1:15.270,5284721,41,12,1:27.966,218.457,2024-09-05T09:22:44.733Z
98,22,15,7,11,8,10,10,10,0,58,+1:16.344,5285795,52,11,1:27.926,218.556,2024-09-05T09:22:44.733Z
99,22,18,11,16,13,11,11,11,0,57,\N,null,57,13,1:27.998,218.377,2024-09-05T09:22:44.733Z
100,22,5,1,23,2,12,12,12,0,57,\N,null,55,8,1:27.640,219.269,2024-09-05T09:22:44.733Z
101,22,10,7,12,15,13,13,13,0,57,\N,null,28,16,1:28.303,217.623,2024-09-05T09:22:44.733Z
102,22,22,11,17,12,14,14,14,0,57,\N,null,56,14,1:28.017,218.33,2024-09-05T09:22:44.733Z
103,22,12,4,6,17,15,15,15,0,57,\N,null,40,10,1:27.867,218.703,2024-09-05T09:22:44.733Z
104,22,16,10,20,19,16,16,16,0,57,\N,null,35,18,1:28.780,216.454,2024-09-05T09:22:44.733Z
105,22,20,5,15,14,17,17,17,0,57,\N,null,38,15,1:28.180,217.926,2024-09-05T09:22:44.733Z
106,22,7,5,14,18,null,R,18,0,24,\N,null,19,17,1:28.745,216.539,2024-09-05T09:22:44.733Z
107,22,6,3,8,16,null,R,19,0,1,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
108,22,21,10,21,20,null,R,20,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
109,23,1,1,22,3,1,1,1,10,76,2:00:42.742,7242742,71,6,1:18.510,153.152,2024-09-05T09:22:44.733Z
110,23,9,2,4,5,2,2,2,8,76,+3.064,7245806,75,5,1:17.933,154.286,2024-09-05T09:22:44.733Z
111,23,13,6,2,1,3,3,3,6,76,+4.811,7247553,76,4,1:17.886,154.379,2024-09-05T09:22:44.733Z
112,23,17,9,10,9,4,4,4,5,76,+19.295,7262037,74,8,1:19.036,152.133,2024-09-05T09:22:44.733Z
113,23,20,5,15,19,5,5,5,4,76,+24.657,7267399,74,7,1:18.787,152.614,2024-09-05T09:22:44.733Z
114,23,22,11,17,14,6,6,6,3,76,+28.408,7271150,75,9,1:19.574,151.104,2024-09-05T09:22:44.733Z
115,23,6,3,8,13,7,7,7,2,76,+30.180,7272922,75,13,1:19.910,150.469,2024-09-05T09:22:44.733Z
116,23,5,1,23,4,8,8,8,1,76,+33.191,7275933,74,2,1:17.282,155.586,2024-09-05T09:22:44.733Z
117,23,8,6,1,2,9,9,9,0,76,+33.792,7276534,74,1,1:16.689,156.789,2024-09-05T09:22:44.733Z
118,23,4,4,5,7,10,10,10,0,75,\N,null,73,3,1:17.869,154.413,2024-09-05T09:22:44.733Z
119,23,18,11,16,11,11,11,11,0,75,\N,null,74,10,1:19.582,151.089,2024-09-05T09:22:44.733Z
120,23,10,7,12,10,12,12,12,0,75,\N,null,75,11,1:19.618,151.021,2024-09-05T09:22:44.733Z
121,23,15,7,11,8,13,13,13,0,75,\N,null,75,12,1:19.830,150.62,2024-09-05T09:22:44.733Z
122,23,2,2,3,12,14,14,14,0,72,\N,null,72,14,1:20.251,149.829,2024-09-05T09:22:44.733Z
123,23,16,10,20,18,null,R,15,0,67,\N,null,60,16,1:22.039,146.564,2024-09-05T09:22:44.733Z
124,23,3,3,7,6,null,R,16,0,59,\N,null,58,15,1:21.270,147.951,2024-09-05T09:22:44.733Z
125,23,12,4,6,17,null,R,17,0,47,\N,null,40,17,1:31.187,131.86,2024-09-05T09:22:44.733Z
126,23,21,10,21,20,null,R,18,0,36,\N,null,33,18,1:32.849,129.5,2024-09-05T09:22:44.733Z
127,23,14,9,9,15,null,R,19,0,7,\N,null,7,20,1:42.112,117.753,2024-09-05T09:22:44.733Z
128,23,7,5,14,16,null,R,20,0,7,\N,null,7,19,1:41.150,118.872,2024-09-05T09:22:44.733Z
129,24,9,2,4,2,1,1,1,10,70,1:36:24.227,5784227,47,4,1:17.539,202.473,2024-09-05T09:22:44.733Z
130,24,2,2,3,8,2,2,2,8,70,+16.495,5800722,25,2,1:17.430,202.758,2024-09-05T09:22:44.733Z
131,24,14,9,9,13,3,3,3,6,70,+23.352,5807579,36,7,1:18.085,201.057,2024-09-05T09:22:44.733Z
132,24,10,7,12,11,4,4,4,5,70,+42.627,5826854,31,17,1:19.087,198.51,2024-09-05T09:22:44.733Z
133,24,13,6,2,6,5,5,5,4,70,+43.934,5828161,11,6,1:18.006,201.261,2024-09-05T09:22:44.733Z
134,24,15,7,11,14,6,6,6,3,70,+47.775,5832002,38,15,1:18.870,199.056,2024-09-05T09:22:44.733Z
135,24,22,11,17,9,7,7,7,2,70,+53.597,5837824,35,10,1:18.301,200.503,2024-09-05T09:22:44.733Z
136,24,20,5,15,19,8,8,8,1,70,+54.120,5838347,33,12,1:18.532,199.913,2024-09-05T09:22:44.733Z
137,24,5,1,23,7,9,9,9,0,70,+54.433,5838660,62,11,1:18.462,200.091,2024-09-05T09:22:44.733Z
138,24,3,3,7,5,10,10,10,0,70,+54.749,5838976,14,5,1:17.977,201.336,2024-09-05T09:22:44.733Z
139,24,18,11,16,20,11,11,11,0,70,+1:07.540,5851767,58,19,1:19.352,197.847,2024-09-05T09:22:44.733Z
140,24,17,9,10,10,12,12,12,0,70,+1:11.299,5855526,51,8,1:18.201,200.759,2024-09-05T09:22:44.733Z
141,24,7,5,14,18,13,13,13,0,69,\N,null,34,13,1:18.620,199.689,2024-09-05T09:22:44.733Z
142,24,21,10,21,17,null,R,14,0,51,\N,null,41,16,1:19.066,198.563,2024-09-05T09:22:44.733Z
143,24,6,3,8,12,null,R,15,0,46,\N,null,30,14,1:18.784,199.273,2024-09-05T09:22:44.733Z
144,24,4,4,5,4,null,R,16,0,44,\N,null,16,9,1:18.225,200.697,2024-09-05T09:22:44.733Z
145,24,12,4,6,15,null,R,17,0,43,\N,null,16,18,1:19.239,198.129,2024-09-05T09:22:44.733Z
146,24,8,6,1,3,null,R,18,0,19,\N,null,14,1,1:17.387,202.871,2024-09-05T09:22:44.733Z
147,24,1,1,22,1,null,R,19,0,19,\N,null,4,3,1:17.506,202.559,2024-09-05T09:22:44.733Z
148,24,16,10,20,16,null,R,20,0,13,\N,null,7,20,1:20.666,194.624,2024-09-05T09:22:44.733Z
149,25,13,6,2,2,1,1,1,10,70,1:31:50.245,5510245,20,2,1:16.729,206.956,2024-09-05T09:22:44.733Z
150,25,8,6,1,1,2,2,2,8,70,+17.984,5528229,16,1,1:16.630,207.224,2024-09-05T09:22:44.733Z
151,25,15,7,11,4,3,3,3,6,70,+28.250,5538495,12,7,1:17.567,204.721,2024-09-05T09:22:44.733Z
152,25,5,1,23,10,4,4,4,5,70,+28.929,5539174,46,3,1:17.134,205.87,2024-09-05T09:22:44.733Z
153,25,9,2,4,5,5,5,5,4,70,+30.512,5540757,16,4,1:17.172,205.768,2024-09-05T09:22:44.733Z
154,25,17,9,10,6,6,6,6,3,70,+40.304,5550549,22,6,1:17.507,204.879,2024-09-05T09:22:44.733Z
155,25,12,4,6,9,7,7,7,2,70,+41.033,5551278,24,10,1:17.758,204.218,2024-09-05T09:22:44.733Z
156,25,4,4,5,3,8,8,8,1,70,+43.372,5553617,39,8,1:17.641,204.525,2024-09-05T09:22:44.733Z
157,25,14,9,9,7,9,9,9,0,70,+51.021,5561266,23,12,1:17.818,204.06,2024-09-05T09:22:44.733Z
158,25,1,1,22,13,10,10,10,0,70,+54.538,5564783,40,5,1:17.453,205.022,2024-09-05T09:22:44.733Z
159,25,10,7,12,8,11,11,11,0,70,+57.700,5567945,45,13,1:17.836,204.013,2024-09-05T09:22:44.733Z
160,25,20,5,15,12,12,12,12,0,70,+58.065,5568310,36,11,1:17.760,204.212,2024-09-05T09:22:44.733Z
161,25,2,2,3,11,13,13,13,0,70,+1:02.079,5572324,46,9,1:17.716,204.328,2024-09-05T09:22:44.733Z
162,25,22,11,17,20,14,14,14,0,69,\N,null,54,14,1:17.969,203.665,2024-09-05T09:22:44.733Z
163,25,6,3,8,15,15,15,15,0,69,\N,null,60,15,1:18.054,203.443,2024-09-05T09:22:44.733Z
164,25,3,3,7,19,16,16,16,0,69,\N,null,38,17,1:18.311,202.776,2024-09-05T09:22:44.733Z
165,25,7,5,14,14,17,17,17,0,69,\N,null,28,16,1:18.216,203.022,2024-09-05T09:22:44.733Z
166,25,21,10,21,17,18,18,18,0,69,\N,null,53,19,1:18.557,202.141,2024-09-05T09:22:44.733Z
167,25,16,10,20,18,19,19,19,0,69,\N,null,41,18,1:18.462,202.385,2024-09-05T09:22:44.733Z
168,25,18,11,16,16,null,R,20,0,16,\N,null,15,20,1:20.876,196.345,2024-09-05T09:22:44.733Z
169,26,1,1,22,4,1,1,1,10,60,1:39:09.440,5949440,16,3,1:32.817,199.398,2024-09-05T09:22:44.733Z
170,26,2,2,3,5,2,2,2,8,60,+1:08.577,6018017,21,2,1:32.719,199.609,2024-09-05T09:22:44.733Z
171,26,22,11,17,16,3,3,3,6,60,+1:22.273,6031713,21,11,1:33.386,198.183,2024-09-05T09:22:44.733Z
172,26,8,6,1,3,4,4,4,5,59,\N,null,18,1,1:32.150,200.842,2024-09-05T09:22:44.733Z
173,26,5,1,23,1,5,5,5,4,59,\N,null,17,5,1:33.130,198.728,2024-09-05T09:22:44.733Z
174,26,4,4,5,6,6,6,6,3,59,\N,null,17,6,1:33.133,198.722,2024-09-05T09:22:44.733Z
175,26,15,7,11,14,7,7,7,2,59,\N,null,22,13,1:33.808,197.292,2024-09-05T09:22:44.733Z
176,26,6,3,8,15,8,8,8,1,59,\N,null,21,14,1:34.277,196.31,2024-09-05T09:22:44.733Z
177,26,3,3,7,20,9,9,9,0,59,\N,null,21,16,1:34.797,195.234,2024-09-05T09:22:44.733Z
178,26,17,9,10,2,10,10,10,0,59,\N,null,17,4,1:32.952,199.109,2024-09-05T09:22:44.733Z
179,26,7,5,14,13,11,11,11,0,59,\N,null,21,9,1:33.367,198.224,2024-09-05T09:22:44.733Z
180,26,10,7,12,12,12,12,12,0,59,\N,null,19,15,1:34.610,195.619,2024-09-05T09:22:44.733Z
181,26,13,6,2,9,13,13,13,0,58,\N,null,19,8,1:33.257,198.458,2024-09-05T09:22:44.733Z
182,26,9,2,4,10,null,R,14,0,39,\N,null,22,12,1:33.539,197.859,2024-09-05T09:22:44.733Z
183,26,18,11,16,17,null,R,15,0,38,\N,null,21,10,1:33.376,198.205,2024-09-05T09:22:44.733Z
184,26,12,4,6,7,null,R,16,0,35,\N,null,21,7,1:33.203,198.573,2024-09-05T09:22:44.733Z
185,26,21,10,21,19,null,R,17,0,16,\N,null,21,17,1:34.930,194.96,2024-09-05T09:22:44.733Z
186,26,16,10,20,18,null,R,18,0,10,\N,null,5,18,1:38.160,188.545,2024-09-05T09:22:44.733Z
187,26,20,5,15,8,null,R,19,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
188,26,14,9,9,11,null,R,20,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
189,27,1,1,22,1,1,1,1,10,67,1:31:20.874,5480874,17,2,1:16.039,216.552,2024-09-05T09:22:44.733Z
190,27,12,4,6,17,2,2,2,8,67,+5.586,5486460,66,9,1:16.910,214.099,2024-09-05T09:22:44.733Z
191,27,13,6,2,2,3,3,3,6,67,+9.339,5490213,19,5,1:16.502,215.241,2024-09-05T09:22:44.733Z
192,27,2,2,3,12,4,4,4,5,67,+9.825,5490699,52,1,1:15.987,216.7,2024-09-05T09:22:44.733Z
193,27,5,1,23,3,5,5,5,4,67,+12.411,5493285,63,4,1:16.495,215.261,2024-09-05T09:22:44.733Z
194,27,8,6,1,6,6,6,6,3,67,+14.403,5495277,66,3,1:16.342,215.692,2024-09-05T09:22:44.733Z
195,27,9,2,4,7,7,7,7,2,67,+22.682,5503556,17,6,1:16.610,214.937,2024-09-05T09:22:44.733Z
196,27,20,5,15,9,8,8,8,1,67,+33.299,5514173,20,8,1:16.772,214.484,2024-09-05T09:22:44.733Z
197,27,15,7,11,4,9,9,9,0,67,+37.158,5518032,17,12,1:17.023,213.785,2024-09-05T09:22:44.733Z
198,27,3,3,7,13,10,10,10,0,67,+37.625,5518499,34,15,1:17.380,212.799,2024-09-05T09:22:44.733Z
199,27,4,4,5,5,11,11,11,0,67,+38.600,5519474,17,13,1:17.115,213.53,2024-09-05T09:22:44.733Z
200,27,7,5,14,15,12,12,12,0,67,+39.111,5519985,63,10,1:16.969,213.935,2024-09-05T09:22:44.733Z
201,27,14,9,9,10,13,13,13,0,67,+54.971,5535845,18,11,1:16.994,213.866,2024-09-05T09:22:44.733Z
202,27,6,3,8,16,14,14,14,0,67,+1:00.003,5540877,23,17,1:17.691,211.947,2024-09-05T09:22:44.733Z
203,27,16,10,20,19,15,15,15,0,67,+1:09.488,5550362,66,18,1:17.889,211.408,2024-09-05T09:22:44.733Z
204,27,21,10,21,20,16,16,16,0,67,+1:24.093,5564967,67,20,1:18.208,210.546,2024-09-05T09:22:44.733Z
205,27,18,11,16,14,17,17,17,0,66,\N,null,56,16,1:17.636,212.097,2024-09-05T09:22:44.733Z
206,27,22,11,17,18,null,R,18,0,50,\N,null,30,19,1:17.986,211.145,2024-09-05T09:22:44.733Z
207,27,17,9,10,8,null,R,19,0,40,\N,null,20,14,1:17.206,213.278,2024-09-05T09:22:44.733Z
208,27,10,7,12,11,null,R,20,0,35,\N,null,24,7,1:16.712,214.652,2024-09-05T09:22:44.733Z
209,28,5,1,23,2,1,1,1,10,70,1:37:27.067,5847067,19,7,1:21.753,192.917,2024-09-05T09:22:44.733Z
210,28,10,7,12,5,2,2,2,8,70,+11.061,5858128,42,6,1:21.671,193.111,2024-09-05T09:22:44.733Z
211,28,8,6,1,6,3,3,3,6,70,+16.856,5863923,61,1,1:21.195,194.243,2024-09-05T09:22:44.733Z
212,28,4,4,5,7,4,4,4,5,70,+21.614,5868681,47,8,1:21.793,192.823,2024-09-05T09:22:44.733Z
213,28,1,1,22,1,5,5,5,4,70,+23.048,5870115,15,3,1:21.493,193.533,2024-09-05T09:22:44.733Z
214,28,12,4,6,10,6,6,6,3,70,+32.298,5879365,64,4,1:21.537,193.428,2024-09-05T09:22:44.733Z
215,28,15,7,11,9,7,7,7,2,70,+36.449,5883516,65,5,1:21.638,193.189,2024-09-05T09:22:44.733Z
216,28,9,2,4,4,8,8,8,1,70,+48.321,5895388,70,9,1:21.941,192.475,2024-09-05T09:22:44.733Z
217,28,17,9,10,8,9,9,9,0,70,+58.834,5905901,67,10,1:22.125,192.043,2024-09-05T09:22:44.733Z
218,28,2,2,3,15,10,10,10,0,70,+1:07.709,5914776,67,11,1:22.183,191.908,2024-09-05T09:22:44.733Z
219,28,14,9,9,13,11,11,11,0,70,+1:10.407,5917474,67,16,1:22.732,190.634,2024-09-05T09:22:44.733Z
220,28,18,11,16,12,12,12,12,0,69,\N,null,63,13,1:22.397,191.409,2024-09-05T09:22:44.733Z
221,28,6,3,8,16,13,13,13,0,69,\N,null,67,18,1:23.307,189.319,2024-09-05T09:22:44.733Z
222,28,3,3,7,14,14,14,14,0,69,\N,null,57,12,1:22.397,191.409,2024-09-05T09:22:44.733Z
223,28,21,10,21,18,15,15,15,0,69,\N,null,68,15,1:22.641,190.844,2024-09-05T09:22:44.733Z
224,28,22,11,17,17,16,16,16,0,68,\N,null,65,14,1:22.436,191.319,2024-09-05T09:22:44.733Z
225,28,13,6,2,3,17,17,17,0,67,\N,null,16,2,1:21.355,193.861,2024-09-05T09:22:44.733Z
226,28,7,5,14,19,18,18,18,0,67,\N,null,29,17,1:23.220,189.516,2024-09-05T09:22:44.733Z
227,28,16,10,20,20,null,R,19,0,62,\N,null,29,19,1:23.650,188.542,2024-09-05T09:22:44.733Z
228,28,20,5,15,11,null,R,20,0,22,\N,null,17,20,1:24.222,187.262,2024-09-05T09:22:44.733Z
229,29,13,6,2,1,1,1,1,10,57,1:35:32.339,5732339,36,1,1:38.708,197.637,2024-09-05T09:22:44.733Z
230,29,1,1,22,2,2,2,2,8,57,+5.611,5737950,16,2,1:38.884,197.285,2024-09-05T09:22:44.733Z
231,29,9,2,4,3,3,3,3,6,57,+37.353,5769692,38,4,1:39.330,196.399,2024-09-05T09:22:44.733Z
